Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
2644,4040948,835279.0,1985,1,100,59.2,4.8,0.5,37.3,40.74408,-73.97328,6.0,8601.0,7.578759094856393,3.6189933266497696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2647,2642107,,1910,2,100,86.2,17.8,,0.53,,,,,-inf,-0.6348782724359695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2657,2677381,385786.0,1974,1,100,49.2,9.8,0.2,,40.737742,-73.973799,6.0,62.0,5.951683677096137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2689,3122148,57909.0,1900,1,100,49.8,,,,40.757026,-73.98329100000001,5.0,119.0,4.204692619390966,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2701,3884221,2508386.0,1968,1,100,107.8,18.3,0.0,12.07,40.759101,-73.982136,5.0,125.0,5.162497643405501,2.4907230351094403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2707,4044650,1962900.0,1957,1,100,62.5,10.5,0.0,17.29,40.760045,-73.980331,5.0,131.0,5.673323267171493,2.850128299695199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2708,4951978,526729.0,1927,1,100,130.1,14.6,0.8,,,,,,7.545231174671618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2730,2669740,120000.0,1982,1,100,50.0,3.8,0.4,,40.763912,-73.97833,5.0,137.0,6.682985405923343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2749,2714174,353996.0,1927,1,100,140.6,12.9,0.1,49.39,40.766256,-73.97949100000001,5.0,137.0,5.21112415484566,3.8997479745525334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2753,2810292,98493.0,1942,1,100,47.0,3.6,0.4,,40.766019,-73.977073,5.0,137.0,5.503296947234575,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2754,2704684,90425.0,1928,1,100,65.1,4.5,0.5,18.87,40.766107,-73.977278,5.0,137.0,5.527840524826286,2.9375733593804587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2766,2597872,119905.0,1903,1,100,120.7,27.6,0.3,32.71,40.756324,-73.987652,5.0,113.0,5.078916801512661,3.4876808415502927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2774,3120476,55486.0,1928,1,100,158.2,24.9,0.4,,40.757921,-73.987421,5.0,119.0,4.799090878625398,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2781,2564712,324126.0,2006,1,100,56.2,9.0,0.3,28.12,40.759228,-73.986572,5.0,125.0,6.029482614295503,3.336481066942464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2782,4044331,463143.0,2003,1,100,126.2,5.8,1.1,57.28,40.760496,-73.98739499999999,5.0,125.0,7.656053304006931,4.04795152265239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2786,2665877,475327.0,1990,1,100,89.9,8.8,,51.47,40.760476000000004,-73.98566600000001,5.0,125.0,7.5409932067881735,3.940999113664663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2792,4586522,158150.0,1930,1,100,49.9,6.5,0.3,,40.760892999999996,-73.984449,5.0,125.0,5.585374243605899,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2796,3120687,81183.0,1923,1,100,199.3,34.4,0.5,,40.761565999999995,-73.983944,5.0,131.0,5.344723739362192,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2797,4409212,95962.0,1900,1,100,169.5,21.9,0.5,,40.761914000000004,-73.983716,5.0,131.0,6.4108325603851375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12165,2974918,103500.0,1955,1,100,48.3,4.2,0.4,1.6,,,,,5.506956231659364,0.47000362924573563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2802,4408641,190289.0,1987,1,100,90.6,7.3,0.6,44.86,40.763141,-73.984257,5.0,131.0,6.545062262717842,3.803546529092062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2808,3533683,88110.0,1930,1,100,125.1,12.7,0.9,,40.763781,-73.982611,5.0,131.0,6.040254711277414,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2817,2718578,253253.0,1979,1,100,105.0,10.7,0.0,,40.764891999999996,-73.982607,5.0,137.0,6.771477260689509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12178,3877954,70000.0,1960,1,100,9.0,2.4,0.0,,,,,,1.1314021114911006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2831,2652653,94166.0,1913,1,100,120.3,,,148.57,40.765863,-73.979802,5.0,137.0,6.3967629746590475,5.001056227649261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2853,4398368,121156.0,1964,1,100,75.9,6.1,0.2,,40.75959,-73.98943100000001,4.0,121.0,5.937800022522289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2862,3882033,62104.0,1988,1,100,68.2,20.0,,,40.761951,-73.987225,4.0,127.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2874,4951985,64020.0,1947,1,100,95.8,10.1,0.0,49.89,40.763839000000004,-73.98499,4.0,133.0,5.5801071132949795,3.909820581872946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2888,2638823,57586.0,1930,1,100,78.8,,,,40.765735,-73.983603,4.0,139.0,5.664695085948154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2894,4952003,941351.0,1978,1,100,87.8,6.6,0.1,,40.767077,-73.983755,4.0,139.0,8.217060598573893,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2896,3543069,75617.0,1928,1,100,92.6,6.1,0.8,,,,,,5.654942309236727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2897,4403963,102720.0,1987,1,100,93.6,27.2,0.0,0.0,40.767565999999995,-73.982798,4.0,139.0,-inf,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2903,1261447,2797249.0,2004,1,100,149.9,25.2,0.1,0.52,40.768351,-73.982206,4.0,145.0,7.173651759361996,-0.6539264674066639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2908,3114298,1285029.0,2011,1,100,125.6,21.1,0.6,,40.75913,-73.99582,4.0,115.0,8.07352764949277,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2923,3528210,170440.0,2004,1,100,99.0,12.8,0.6,42.19,40.76637,-73.986856,4.0,139.0,6.300051580239659,3.7421832261362473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2927,4409001,95436.0,2003,1,100,103.1,16.9,0.5,22.96,40.766715000000005,-73.986603,4.0,139.0,5.426710581316436,3.133753571451366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2930,3116357,104966.0,1957,1,100,60.7,5.4,0.4,31.98,40.768159000000004,-73.986307,4.0,139.0,5.573673789309181,3.4651107074058083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2941,2287199,388273.0,1987,1,100,75.2,8.0,,34.43,40.76037,-73.997213,4.0,129.0,7.387090235656757,3.5389282773504322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2944,2806390,292381.0,1989,1,100,118.2,7.5,1.0,47.53,40.76034,-73.995094,4.0,129.0,7.0725067145826275,3.861361090625918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2947,2611600,156856.0,1920,1,100,28.6,3.9,0.2,0.08,40.760999,-73.99661,4.0,129.0,4.807294370078226,-2.5257286443082556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2962,2820270,65625.0,1930,1,100,98.9,8.4,0.8,,40.765972,-73.994552,4.0,135.0,5.497987561676604,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2970,3129379,1082317.0,2011,1,100,87.3,13.5,,,40.768153999999996,-73.99296,4.0,135.0,7.670055318230399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2974,5983666,228000.0,1967,2,100,52.2,9.0,0.3,,40.76943,-73.992032,4.0,135.0,5.709433146165015,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2986,2654634,211175.0,1950,2,100,33.3,5.9,0.2,1.16,40.762495,-73.998202,4.0,129.0,5.075173815233827,0.14842000511827322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2988,4733225,52500.0,1920,1,100,42.6,2.0,0.0,11.9,40.763584,-73.996971,4.0,129.0,4.915591745409362,2.4765384001174837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2993,5236735,152375.0,1930,1,100,181.5,19.0,1.3,0.07,40.769464,-73.994834,4.0,135.0,5.9568731023383625,-2.659260036932778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2995,4900852,387619.0,1929,1,100,38.9,4.5,0.3,,40.768917,-73.992426,4.0,135.0,6.2336261042579535,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2999,5877331,978663.0,2016,1,0,41.2,7.3,0.2,,40.771014,-73.993054,4.0,135.0,6.69641677311769,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3003,4036564,408644.0,1981,1,100,115.9,9.6,0.8,48.34,40.76938,-73.983184,7.0,145.0,7.062191632286556,3.878259375275337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3004,2909090,104310.0,1923,1,100,54.6,8.3,0.3,5.26,40.769265000000004,-73.982917,7.0,145.0,5.117993812416755,1.6601310267496185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3005,4056579,76511.0,1921,1,0,10.5,,,,40.769202,-73.982765,7.0,145.0,4.183575695950044,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3007,4954258,78200.0,1905,1,100,172.7,19.8,0.0,,40.769514,-73.982122,7.0,145.0,-inf,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3008,2694581,113736.0,1921,1,100,93.4,18.8,0.0,10.79,40.769921000000004,-73.982559,7.0,145.0,5.46721590300985,2.378619779270043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3015,3533663,217283.0,1923,1,100,53.9,13.5,0.1,,40.77095,-73.982158,7.0,149.0,4.44500143383527,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3019,4390173,249575.0,1930,1,100,174.2,17.4,0.1,120.47,40.770672,-73.980429,7.0,149.0,4.232656178019613,4.791400759278761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3021,4398351,1182195.0,1970,1,100,152.4,11.4,0.9,57.9,40.77143,-73.980335,7.0,149.0,8.908816272502298,4.05871738457895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3023,4036626,460000.0,2002,1,100,105.5,12.5,0.6,27.52,40.772545,-73.982176,7.0,149.0,7.249072900599828,3.314913013065143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3033,2912657,301000.0,1975,1,100,70.9,6.2,0.0,37.6,40.773505,-73.981637,7.0,149.0,3.427514689979529,3.6270040503958487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3036,2981192,347053.0,1988,1,100,183.3,34.4,,,40.772994,-73.98008100000001,7.0,153.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3038,2656576,126557.0,1900,1,100,66.4,4.3,,,40.772945,-73.978359,7.0,153.0,6.170238150686251,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3050,4405696,61908.0,1920,1,100,50.7,4.1,0.0,,40.774435,-73.97969499999999,7.0,153.0,5.203457085524077,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3051,4405690,51428.0,1924,1,100,60.8,3.9,0.0,20.51,40.774542,-73.979947,7.0,153.0,5.294309345150498,3.0209125720842893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3058,3264518,58361.0,1916,1,100,76.0,4.3,,25.39,40.775327000000004,-73.977918,7.0,153.0,5.576327819303087,3.234355395716587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3067,3116932,51360.0,1930,1,100,84.8,4.9,0.7,39.32,40.777091999999996,-73.97801899999999,7.0,157.0,5.329816033607408,3.671733295278966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3074,2649549,217280.0,1954,1,100,39.2,4.5,0.2,,40.77722,-73.975238,7.0,157.0,5.888046587909494,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3082,2672551,176891.0,1928,1,100,48.6,4.0,0.4,21.94,40.779649,-73.974006,7.0,161.0,5.855644823965447,3.088311454847084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3090,2802598,241774.0,1999,1,100,76.4,8.0,0.0,,40.769476,-73.985122,7.0,145.0,1.824549292051046,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3095,3538942,248013.0,1988,1,100,98.7,7.5,0.7,,40.771406,-73.98605699999999,7.0,145.0,6.991820654099804,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3096,5870656,58219.0,1964,1,100,13.6,1.7,,,40.773626,-73.983591,7.0,149.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3097,2833409,386850.0,1962,1,100,92.0,6.0,0.0,,40.774896999999996,-73.984338,7.0,153.0,7.626180266726351,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3100,4403261,475923.0,1995,1,100,68.4,11.4,0.0,,40.773996999999994,-73.982233,7.0,153.0,3.4011973816621555,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3101,2645118,132902.0,1999,1,100,121.1,16.3,0.1,19.76,40.774386,-73.983399,7.0,153.0,4.56954300834494,2.983659692319722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3103,3524863,75069.0,1985,1,100,96.1,7.2,0.0,32.18,40.775114,-73.98219300000001,7.0,153.0,5.973300576480311,3.471345141564237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3105,2475958,701953.0,1993,1,95,70.5,5.8,0.5,42.6,40.775177,-73.982168,7.0,153.0,7.525316472585487,3.751854253275325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3117,4926479,196953.0,1990,1,100,64.1,6.7,0.5,26.73,40.776618,-73.98094,7.0,157.0,6.09964607995251,3.2857865301508276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3124,2652684,59210.0,1911,1,100,85.7,,,,40.778146,-73.980556,7.0,157.0,5.757954953544594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3126,4377739,51000.0,2007,1,100,71.7,8.4,0.5,30.07,40.777753999999995,-73.979629,7.0,157.0,4.762173934797756,3.4035279970004377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3127,2656243,111997.0,1905,1,100,67.5,3.2,,126.57,40.778759,-73.981502,7.0,157.0,6.170029055024225,4.840795514804357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3130,2656250,110770.0,1905,1,100,69.9,3.6,,,40.778973,-73.981351,7.0,157.0,6.170029055024225,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
